업소명,소재지,위도,경도
처갓집양념치킨반송점,"부산광역시 해운대구 아랫반송로29번길 10-4(반송동, 1층)",35.22467674,129.1492252
치킨 신드롬,"부산광역시 해운대구 대천로103번길 9(104호 좌동, 대림2차아파트상가)",35.17481507,129.1724432
치킨나라,"부산광역시 해운대구 재반로225번길 16-34(반여동, 지상1층)",35.19793006,129.1303996
치킨삼파전,부산광역시 해운대구 아랫반송로59번길 48-1(1층 반송동),35.22335867,129.1522823
치킨신드롬,"부산광역시 해운대구 좌동순환로433번길 17(중동, 지상1층)",35.16130175,129.1753992
치킨신드롬 (반여점),부산광역시 해운대구 반여로 131(프레스상가 119호 반여동),35.20345812,129.123349
치킨신드롬 마린시티점,"부산광역시 해운대구 마린시티2로 33(104동 151호 우동, 해운대두산위브더제니스)",35.15720524,129.144817
치킨신드롬 반송점,부산광역시 해운대구 윗반송로 71(1층 일부호 반송동),35.23040809,129.1569301
치킨신드롬 버닝팜,"부산광역시 해운대구 재송1로 73(재송동, 1층)",35.18754327,129.1249084
치킨신드롬 벡스코점,"부산광역시 해운대구 해운대로349번길 24(상가동 1층 117-1호 우동, 삼호가든아파트)",35.17492939,129.1397304
치킨신드롬 신도시점,"부산광역시 해운대구 세실로27번길 19(좌동, 지오프라자 104호)",35.16851427,129.1780278
치킨신드롬 우동베스트점,"부산광역시 해운대구 해운대로469번길 181(204동 203-2호 우동, 센텀마티안)",35.16995753,129.1402866
치킨신드롬 재송점,"부산광역시 해운대구 재반로 156-1(재송동, 1층)",35.19197222,129.1284393
치킨신드롬 좌동뜨란채점,부산광역시 해운대구 대천로67번길 12(1층 103호 좌동),35.17355126,129.1689122
치킨신드롬(송정점),부산광역시 해운대구 송정강변로 19(풀하우스 민박 1층 일부호 송정동),35.18329933,129.205228
치킨신드롬과 봉계,부산광역시 해운대구 센텀중앙로 90(큐비이센텀 117호 재송동),35.17544155,129.1264321
치킨을 사랑한 떡볶이,부산광역시 해운대구 아랫반송로23번길 49(반송동),35.22525399,129.1501341
코리엔탈 깻잎두마리치킨&모락 로제 떡볶이,부산광역시 해운대구 선수촌로165번길 8(1층 일부호 반여동),35.20804399,129.1226105
텍사스 비엠씨 치킨(TEXAS BMC CHICKEN),부산광역시 해운대구 우동1로20번길 74(1층 일부호 우동),35.16534263,129.1601778
투가이즈 피자 앤 치킨,부산광역시 해운대구 좌동순환로433번길 38-35(1층 일부호 중동),35.16182227,129.1784142
투윙치킨,"부산광역시 해운대구 신반송로 102(반송동, 삼한2차상가212동107호)",35.23026074,129.1628931
티바두마리치킨,"부산광역시 해운대구 대천로 187(좌동,  화목쇼핑타운 지하105호)",35.17149402,129.1793443
티바두마리치킨,부산광역시 해운대구 송정1로 5(송정동),35.18210595,129.1992379
티바두마리치킨,"부산광역시 해운대구 우동2로 74-1(지하1층 지하호 우동, 석천빌라)",35.16962382,129.1564515
티바두마리치킨 반송점,"부산광역시 해운대구 아랫반송로21번길 117(반송동, 1층)",35.22848723,129.148521
티바두마리치킨&59쌀피자,"부산광역시 해운대구 반여로155번길 17-4(반여동, 지상1층)",35.20547341,129.1247276
패리카나치킨,"부산광역시 해운대구 반송로924번길 27-2(반송동, 1층)",35.23149713,129.1570994
페리카나치킨 좌동점,"부산광역시 해운대구 좌동순환로 118(분산상가동 105호 좌동, 해운대센트럴파크아파트)",35.17570651,129.1706776
피자나라 치킨공주,부산광역시 해운대구 아랫반송로 55-2(1층 반송동),35.22284913,129.150891
피자나라 치킨공주(재송점),부산광역시 해운대구 해운대로161번길 25(2층 일부호 재송동),35.18429552,129.1242377
피자나라치킨공주,부산광역시 해운대구 좌동순환로468번길 64(1층 중동),35.16274551,129.1743114
하바드치킨,"부산광역시 해운대구 선수촌로 205(반여동, 지상1층)",35.21068744,129.1252609
호식이 두마리 치킨 해운대 우동점,부산광역시 해운대구 해운대로469번길 8(1층 일부호 우동),35.16368564,129.144875
독가마 숯불바베큐치킨,부산광역시 강서구 신호산단2로49번길 21(1층 일부 신호동),35.08473162,128.8785543
호식이 두마리치킨,"부산광역시 해운대구 양운로 182(좌동, 두산동국@분산상가102호)",35.17870621,129.1699412
호식이두마리치킨,"부산광역시 해운대구 윗반송로31번길 33-9(반송동, 1층)",35.23060935,129.1537911
호식이두마리치킨,"부산광역시 해운대구 재반로103번길 12(재송동, 1층일부)",35.18795407,129.1253203
호식이두마리치킨반여점,"부산광역시 해운대구 반여로155번길 42(반여동, 지상1층)",35.20630143,129.1238934
화락 바베큐치킨 부산재송반여점,"부산광역시 해운대구 재반로118번길 71(상가6호 재송동, 시영아파트)",35.19162542,129.1298619
효도치킨 해운대점,부산광역시 해운대구 해운대해변로357번길 17(1층 102호 중동),35.16468417,129.1677204
훌랄라 치킨,"부산광역시 해운대구 양운로42번길 16(좌동, 스타빌딩 103호)",35.16832896,129.177619
훌랄라참숯치킨,부산광역시 해운대구 아랫반송로 31-2(반송동),35.22460443,129.1492462
훼밀리치킨,"부산광역시 해운대구 선수촌로 180-5(반여동, 지상1층)",35.2085807,129.1240237
60계치킨 부산다대포점,부산광역시 사하구 다송로72번길 64(1층 102호 다대동),35.06036552,128.9808071
60계치킨 부산장림점,부산광역시 사하구 장평로 113(1층 장림동),35.07620532,128.9727403
60계치킨 하단신평점,부산광역시 사하구 동매로 13(하단동),35.10379232,128.9598401
BBQ치킨 다대포해수욕장점,부산광역시 사하구 다대낙조1길 11-1(지하층 104호 다대동),35.0497466,128.9651256
BHC치킨 장림점,부산광역시 사하구 장림번영로 53(장림동),35.08084277,128.9710957
DK치킨,부산광역시 사하구 다대로 305(장림현대아파트 상가동 211호 장림동),35.07505997,128.977288
감천점 굽네치킨,부산광역시 사하구 감천로 69(감천동),35.08979279,129.0000117
괴정2호점 굽네치킨,부산광역시 사하구 사리로 42(괴정동),35.10361128,128.9989303
교촌치킨,부산광역시 사하구 장평로 282(1층 신평동),35.09142599,128.9732612
교촌치킨,부산광역시 사하구 윤공단로 140(1층 다대동),35.06105438,128.9736346
교촌치킨,"부산광역시 사하구 장평로 111(A동 101호 장림동, 아트빌)",35.07598246,128.9724306
교촌치킨 괴정1호점,부산광역시 사하구 괴정로 288(괴정동),35.09637898,128.992722
교촌치킨 다대2호점,부산광역시 사하구 윤공단로75번길 43(다대동),35.0586376,128.9658772
"교촌치킨 당리,괴정2호점",부산광역시 사하구 낙동대로 310(1층 괴정동),35.09997993,128.983355
교촌치킨(하단1호점),부산광역시 사하구 낙동대로 512(하단동),35.11005151,128.9662101
교촌치킨하단2호점,부산광역시 사하구 동매로 31-1(1층 하단동),35.10368565,128.9619229
굽네치킨 괴정점,부산광역시 사하구 사하로 167(괴정동),35.09667823,128.993603
굽네치킨 다대2동점,부산광역시 사하구 다대로429번길 12(삼환아파트 상가1동 119호 다대동),35.06381463,128.9801029
굽네치킨 다대점,부산광역시 사하구 윤공단로14번길 82(다대동),35.05823046,128.9705754
굽네치킨 부산당리점,부산광역시 사하구 다대로 4(당리동),35.10196353,128.9766113
굽네치킨 부산하단점,부산광역시 사하구 하신번영로 304(우성가스 하단동),35.10819731,128.9590691
굽네치킨 장림점,"부산광역시 사하구 다대로320번길 25(장림동, A동)",35.07373933,128.9733798
기영이 숯불두마리치킨 부산다대점,부산광역시 사하구 윤공단로 30(1층 다대동),35.05509685,128.9679073
김종구식맛치킨·전기바베큐 옛날통닭 부산 장림점,부산광역시 사하구 장림번영로 41(1층 장림동),35.08083406,128.9699332
김종구식맛치킨·전기바베큐 옛날통닭 부산괴정역점,부산광역시 사하구 낙동대로 185-1(1층 괴정동),35.10109126,128.9962671
김종구식맛치킨·전기바베큐 옛날통닭 부산사하역점,부산광역시 사하구 장평로 440(1층 괴정동),35.09755592,128.9865833
김종구식맛치킨·전기바베큐옛날통닭 부산다대포항역점,부산광역시 사하구 다대로 553(2층 다대동),35.05682734,128.9713151
깻잎치킨,부산광역시 사하구 낙동대로535번길 64(한성맨션 1층 하단동),35.11139028,128.9610921
꼬꼬무숯불두마리치킨 다대포점,부산광역시 사하구 윤공단로 98(1층 다대동),35.05997152,128.9704096
꾸브라꼬 숯불두마리치킨,부산광역시 사하구 장림시장5길 133(1층 장림동),35.08022189,128.9687088
남다른 썬치킨 감천2호,부산광역시 사하구 감천로 33-1(감천동),35.09131646,128.9966964
남다른 썬치킨 다대점,부산광역시 사하구 다송로68번길 33(다대동),35.061111,128.9822522
남다른 썬치킨(당리2호점),부산광역시 사하구 괴정로 106(당리동),35.10194427,128.9756459
남다른썬치킨 감천1호점,부산광역시 사하구 옥천로 7(1층 감천동),35.08829909,129.0051368
남다른썬치킨 신평2호점,부산광역시 사하구 하신중앙로 184(신평동),35.09525432,128.9623173
남썬치킨,부산광역시 사하구 하신중앙로 22(1층 장림동),35.0809098,128.9649667
남썬치킨,부산광역시 사하구 장평로 298(신평동),35.0927406,128.9734414
남썬치킨 괴정1호점,부산광역시 사하구 괴정로 293(1층 괴정동),35.09649174,128.9932608
남썬치킨 다대1동점,"부산광역시 사하구 다대로 561(다대동,다대로 561)",35.05626372,128.9707823
남썬치킨 동주대점,"부산광역시 사하구 사리로 53(괴정동,1층)",35.10457093,128.9984265
냠냠숯불두마리치킨 괴정점,"부산광역시 사하구 승학로 283(1층 107호 괴정동, 산양)",35.10267686,128.9952773
냠냠숯불두마리치킨(신평점),부산광역시 사하구 다대로130번길 95(1층 신평동),35.09252174,128.9759941
네네치킨,"부산광역시 사하구 낙동대로 542(B 105호 하단동, 대우에덴프라자)",35.11246102,128.9647357
네네치킨 괴정행복점,부산광역시 사하구 사리로 4(괴정동),35.10028557,128.9999645
네네치킨 다대2점,"부산광역시 사하구 다대로 339(장림동,상가301호)",35.0723878,128.9777824
네네치킨 신평점,부산광역시 사하구 다대로142번길 16(신평동),35.09031357,128.9770754
네네치킨&봉구스밥버거 다대1호점,부산광역시 사하구 윤공단로14번길 40(1층 다대동),35.05657895,128.9696898
노상치킨 부산괴정점,부산광역시 사하구 승학로233번길 50(상가2동 1호 괴정동),35.10303127,128.9905323
당신은지금치킨이땡긴다 다대포점,"부산광역시 사하구 다대낙조1길 42(상가동 지하1층 B01호 다대동, 성원아파트)",35.04848711,128.9682019
동근이숯불두마리치킨,부산광역시 사하구 다대로429번길 12(상가1동 2층 113호 다대동),35.06381463,128.9801029
동근이숯불두마리치킨,부산광역시 사하구 괴정로 138(B102호 괴정동),35.09966798,128.9773517
동키치킨,부산광역시 사하구 승학로2번길 1(당리동),35.10627543,128.9694891
동키치킨,부산광역시 사하구 윤공단로 37(1층 다대동),35.05589239,128.9676207
동키치킨,부산광역시 사하구 오작로 165(1층 괴정동),35.10497375,129.0074697
동키치킨,부산광역시 사하구 낙동대로249번길 29(괴정동),35.09804447,128.9907789
땅땅치킨 장림점,부산광역시 사하구 장평로121번길 2(장림동),35.07715225,128.9726857
뚱땡이숯불두마리치킨,부산광역시 사하구 장림시장5길 232(1층 장림동),35.07919352,128.9710542
로드치킨스토아,"부산광역시 사하구 장림시장5길 140(장림동,장림시장길 142)",35.08002342,128.9687284
마이마이치킨 당리점,부산광역시 사하구 승학로 38-1(당리동),35.10624868,128.9728234
만땅치킨,부산광역시 사하구 낙동대로575번길 64(하단동),35.1118847,128.9612625
맥시칸 치킨,부산광역시 사하구 하신번영로163번길 35(신평동),35.09729015,128.9579431
맥시칸 치킨,부산광역시 사하구 낙동대로189번길 5(괴정동),35.10077652,128.9961755
맥시칸치킨,부산광역시 사하구 감천로 62(감천동),35.08986394,128.9990366
맥시칸치킨,"부산광역시 사하구 하신번영로 233(227상가동 112호 하단동, 가락타운2·3단지)",35.10107589,128.9579656
맥시칸치킨,"부산광역시 사하구 다대로 473(2동 상가12호호 다대동,현대아파트상가 지하)",35.06147729,128.9793185
맥시칸치킨,부산광역시 사하구 다대로 617(다대동),35.05161518,128.9715603
멕시카나치킨,"부산광역시 사하구 감천로 24(감천동,유림상가 지하 105호)",35.08986174,128.994924
멕시카나치킨,부산광역시 사하구 옥천로 89(영동힐타운 상가동 101호 감천동),35.09418442,129.0095741
몽이두마리치킨,부산광역시 사하구 괴정로57번길 7(1층 하단동),35.10283977,128.9707756
무지개치킨,부산광역시 사하구 낙동대로485번길 5(엘스테이 A동 지하1층 B102호 하단동),35.10744073,128.9669252
